"join_field","model_code","ref_label","ref_percent","bps_name","state_class_id","age_category","canopy_category","value","cur_scls_count","groupveg","fri_allfir","bps_count","bps_acres","ref_scls_acres","cur_scls_acres","cur_percent"
"11310_2_3_4_D","11310_2_3_4","D",NA,"California Northern Coastal Grassland",NA,NA,NA,NA,NA,NA,NA,118229,26293,NA,NA,NA
"11310_2_3_4_E","11310_2_3_4","E",NA,"California Northern Coastal Grassland",NA,NA,NA,NA,NA,NA,NA,118229,26293,NA,NA,NA
"11310_2_3_4_Agriculture","11310_2_3_4","Agriculture",0,"California Northern Coastal Grassland",NA,NA,NA,24,2318,"Grassland",2,118229,26293,0,515.510451,1.9606018827868
"11310_2_3_4_Urban","11310_2_3_4","Urban",0,"California Northern Coastal Grassland",NA,NA,NA,NA,NA,NA,NA,118229,26293,0,NA,NA
"11310_2_3_4_Water","11310_2_3_4","Water",0,"California Northern Coastal Grassland",NA,NA,NA,NA,NA,NA,NA,118229,26293,0,NA,NA
"11310_2_3_4_UN","11310_2_3_4","UN",0,"California Northern Coastal Grassland",NA,NA,NA,13,24576,"Grassland",2,118229,26293,0,5465.567232,20.7867782016257
"11310_2_3_4_UE","11310_2_3_4","UE",0,"California Northern Coastal Grassland",NA,NA,NA,4,3161,"Grassland",2,118229,26293,0,702.9890145,2.67362491436111
"11520_2_3_7_A","11520_2_3_7","A",16,"California Montane Riparian Systems","Early1:ALL","Early1","ALL",195,7107,"Riparian",35,172681,38403,6145,1580.5577115,4.11568151678529
"11520_2_3_7_B","11520_2_3_7","B",42,"California Montane Riparian Systems","Mid1:ALL","Mid1","ALL",198,2183,"Riparian",35,172681,38403,16129,485.4871935,1.26418077263856
"11520_2_3_7_C","11520_2_3_7","C",42,"California Montane Riparian Systems","Late1:CLS","Late1","CLS",194,145607,"Riparian",35,172681,38403,16129,32382.1959615,84.3213787272485
"11520_2_3_7_D","11520_2_3_7","D",NA,"California Montane Riparian Systems",NA,NA,NA,NA,NA,NA,NA,172681,38403,NA,NA,NA
"11520_2_3_7_E","11520_2_3_7","E",NA,"California Montane Riparian Systems",NA,NA,NA,NA,NA,NA,NA,172681,38403,NA,NA,NA
"11520_2_3_7_Agriculture","11520_2_3_7","Agriculture",0,"California Montane Riparian Systems",NA,NA,NA,199,1537,"Riparian",35,172681,38403,0,341.8203465,0.890080553158715
"11520_2_3_7_Urban","11520_2_3_7","Urban",0,"California Montane Riparian Systems",NA,NA,NA,NA,NA,NA,NA,172681,38403,0,NA,NA
"11520_2_3_7_Water","11520_2_3_7","Water",0,"California Montane Riparian Systems",NA,NA,NA,NA,NA,NA,NA,172681,38403,0,NA,NA
"11520_2_3_7_UN","11520_2_3_7","UN",0,"California Montane Riparian Systems",NA,NA,NA,NA,NA,NA,NA,172681,38403,0,NA,NA
"11520_2_3_7_UE","11520_2_3_7","UE",0,"California Montane Riparian Systems",NA,NA,NA,197,3331,"Riparian",35,172681,38403,0,740.7960795,1.92899045059966
"11560_1_2_7_A","11560_1_2_7","A",16,"North Pacific Lowland Riparian Forest and Shrubland","Early1:ALL","Early1","ALL",19,254821,"Riparian",749,2740997,609583,97533,56670.7888845,9.29665373584867
"11560_1_2_7_B","11560_1_2_7","B",18,"North Pacific Lowland Riparian Forest and Shrubland","Mid1:CLS","Mid1","CLS",37,11009,"Riparian",749,2740997,609583,109725,2448.3410505,0.401642176186256
"11560_1_2_7_C","11560_1_2_7","C",19,"North Pacific Lowland Riparian Forest and Shrubland","Late1:CLS","Late1","CLS",23,1258875,"Riparian",749,2740997,609583,115821,279966.8761875,45.9276314421358
"11560_1_2_7_D","11560_1_2_7","D",47,"North Pacific Lowland Riparian Forest and Shrubland","Late1:OPN","Late1","OPN",NA,NA,NA,NA,2740997,609583,286504,NA,NA
"11560_1_2_7_E","11560_1_2_7","E",NA,"North Pacific Lowland Riparian Forest and Shrubland",NA,NA,NA,NA,NA,NA,NA,2740997,609583,NA,NA,NA
"11560_1_2_7_Agriculture","11560_1_2_7","Agriculture",0,"North Pacific Lowland Riparian Forest and Shrubland",NA,NA,NA,22,882653,"Riparian",749,2740997,609583,0,196297.1726085,32.201895879492
"11560_1_2_7_Urban","11560_1_2_7","Urban",0,"North Pacific Lowland Riparian Forest and Shrubland",NA,NA,NA,NA,NA,NA,NA,2740997,609583,0,NA,NA
"11560_1_2_7_Water","11560_1_2_7","Water",0,"North Pacific Lowland Riparian Forest and Shrubland",NA,NA,NA,NA,NA,NA,NA,2740997,609583,0,NA,NA
"11560_1_2_7_UN","11560_1_2_7","UN",0,"North Pacific Lowland Riparian Forest and Shrubland",NA,NA,NA,NA,NA,NA,NA,2740997,609583,0,NA,NA
"11560_1_2_7_UE","11560_1_2_7","UE",0,"North Pacific Lowland Riparian Forest and Shrubland",NA,NA,NA,33,23912,"Riparian",749,2740997,609583,0,5317.897284,0.872383297026593
"11570_1_2_A","11570_1_2","A",13,"North Pacific Swamp Systems","Early1:ALL","Early1","ALL",38,61053,"Riparian",NA,270386,60132,7817,13577.8514085,22.5799412691486
"11570_1_2_B","11570_1_2","B",69,"North Pacific Swamp Systems","Late1:CLS","Late1","CLS",26,77682,"Riparian",NA,270386,60132,41491,17276.049549,28.730037797815
"11570_1_2_C","11570_1_2","C",18,"North Pacific Swamp Systems","Late2:OPN","Late2","OPN",27,76619,"Riparian",NA,270386,60132,10824,17039.6441955,28.3368961410724
"11570_1_2_D","11570_1_2","D",NA,"North Pacific Swamp Systems",NA,NA,NA,NA,NA,NA,NA,270386,60132,NA,NA,NA
"11570_1_2_E","11570_1_2","E",NA,"North Pacific Swamp Systems",NA,NA,NA,NA,NA,NA,NA,270386,60132,NA,NA,NA
"11570_1_2_Agriculture","11570_1_2","Agriculture",0,"North Pacific Swamp Systems",NA,NA,NA,52,18463,"Riparian",NA,270386,60132,0,4106.0696535,6.82838608507837
"11570_1_2_Urban","11570_1_2","Urban",0,"North Pacific Swamp Systems",NA,NA,NA,NA,NA,NA,NA,270386,60132,0,NA,NA
"11570_1_2_Water","11570_1_2","Water",0,"North Pacific Swamp Systems",NA,NA,NA,NA,NA,NA,NA,270386,60132,0,NA,NA
"11570_1_2_UN","11570_1_2","UN",0,"North Pacific Swamp Systems",NA,NA,NA,NA,NA,NA,NA,270386,60132,0,NA,NA
"11570_1_2_UE","11570_1_2","UE",0,"North Pacific Swamp Systems",NA,NA,NA,53,2230,"Riparian",NA,270386,60132,0,495.939735,0.824746843401655
"11581_1_2_7_A","11581_1_2_7","A",12,"North Pacific Montane Riparian Woodland and Shrubland - Wet","Early1:ALL","Early1","ALL",NA,NA,NA,NA,0,0,0,NA,NA
"11581_1_2_7_B","11581_1_2_7","B",73,"North Pacific Montane Riparian Woodland and Shrubland - Wet","Mid1:OPN","Mid1","OPN",NA,NA,NA,NA,0,0,0,NA,NA
"11581_1_2_7_C","11581_1_2_7","C",15,"North Pacific Montane Riparian Woodland and Shrubland - Wet","Late1:CLS","Late1","CLS",NA,NA,NA,NA,0,0,0,NA,NA
"11581_1_2_7_D","11581_1_2_7","D",NA,"North Pacific Montane Riparian Woodland and Shrubland - Wet",NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA
"11581_1_2_7_E","11581_1_2_7","E",NA,"North Pacific Montane Riparian Woodland and Shrubland - Wet",NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA
"11581_1_2_7_Agriculture","11581_1_2_7","Agriculture",0,"North Pacific Montane Riparian Woodland and Shrubland - Wet",NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA
"11581_1_2_7_Urban","11581_1_2_7","Urban",0,"North Pacific Montane Riparian Woodland and Shrubland - Wet",NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA
"11581_1_2_7_Water","11581_1_2_7","Water",0,"North Pacific Montane Riparian Woodland and Shrubland - Wet",NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA
"11581_1_2_7_UN","11581_1_2_7","UN",0,"North Pacific Montane Riparian Woodland and Shrubland - Wet",NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA
"11581_1_2_7_UE","11581_1_2_7","UE",0,"North Pacific Montane Riparian Woodland and Shrubland - Wet",NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA
"11582_1_2_7_A","11582_1_2_7","A",12,"North Pacific Montane Riparian Woodland and Shrubland - Dry","Early1:ALL","Early1","ALL",NA,NA,NA,NA,0,0,0,NA,NA
"11582_1_2_7_B","11582_1_2_7","B",74,"North Pacific Montane Riparian Woodland and Shrubland - Dry","Mid1:OPN","Mid1","OPN",NA,NA,NA,NA,0,0,0,NA,NA
"11582_1_2_7_C","11582_1_2_7","C",14,"North Pacific Montane Riparian Woodland and Shrubland - Dry","Late1:CLS","Late1","CLS",NA,NA,NA,NA,0,0,0,NA,NA
"11582_1_2_7_D","11582_1_2_7","D",NA,"North Pacific Montane Riparian Woodland and Shrubland - Dry",NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA
"11582_1_2_7_E","11582_1_2_7","E",NA,"North Pacific Montane Riparian Woodland and Shrubland - Dry",NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA
"11582_1_2_7_Agriculture","11582_1_2_7","Agriculture",0,"North Pacific Montane Riparian Woodland and Shrubland - Dry",NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA
"11582_1_2_7_Urban","11582_1_2_7","Urban",0,"North Pacific Montane Riparian Woodland and Shrubland - Dry",NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA
"11582_1_2_7_Water","11582_1_2_7","Water",0,"North Pacific Montane Riparian Woodland and Shrubland - Dry",NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA
"11582_1_2_7_UN","11582_1_2_7","UN",0,"North Pacific Montane Riparian Woodland and Shrubland - Dry",NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA
"11582_1_2_7_UE","11582_1_2_7","UE",0,"North Pacific Montane Riparian Woodland and Shrubland - Dry",NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA
"11700_2_3_7_A","11700_2_3_7","A",14,"Klamath-Siskiyou Xeromorphic Serpentine Savanna and Chaparral","Early1:ALL","Early1","ALL",213,24107,"Conifer",13,78157,17382,2433,5361.2642115,30.8443261640032
"11700_2_3_7_B","11700_2_3_7","B",31,"Klamath-Siskiyou Xeromorphic Serpentine Savanna and Chaparral","Mid1:OPN","Mid1","OPN",212,597,"Conifer",13,78157,17382,5388,132.7695165,0.763847128216283
"11700_2_3_7_C","11700_2_3_7","C",55,"Klamath-Siskiyou Xeromorphic Serpentine Savanna and Chaparral","Late1:OPN","Late1","OPN",211,5589,"Conifer",13,78157,17382,9560,1242.9628605,7.1509909541052
"11700_2_3_7_D","11700_2_3_7","D",NA,"Klamath-Siskiyou Xeromorphic Serpentine Savanna and Chaparral",NA,NA,NA,NA,NA,NA,NA,78157,17382,NA,NA,NA
"11700_2_3_7_E","11700_2_3_7","E",NA,"Klamath-Siskiyou Xeromorphic Serpentine Savanna and Chaparral",NA,NA,NA,NA,NA,NA,NA,78157,17382,NA,NA,NA
"11700_2_3_7_Agriculture","11700_2_3_7","Agriculture",0,"Klamath-Siskiyou Xeromorphic Serpentine Savanna and Chaparral",NA,NA,NA,210,4192,"Conifer",13,78157,17382,0,932.277744,5.36356308456056
"11700_2_3_7_Urban","11700_2_3_7","Urban",0,"Klamath-Siskiyou Xeromorphic Serpentine Savanna and Chaparral",NA,NA,NA,NA,NA,NA,NA,78157,17382,0,NA,NA
"11700_2_3_7_Water","11700_2_3_7","Water",0,"Klamath-Siskiyou Xeromorphic Serpentine Savanna and Chaparral",NA,NA,NA,NA,NA,NA,NA,78157,17382,0,NA,NA
"11700_2_3_7_UN","11700_2_3_7","UN",0,"Klamath-Siskiyou Xeromorphic Serpentine Savanna and Chaparral",NA,NA,NA,207,24742,"Conifer",13,78157,17382,0,5502.484719,31.6567933774326
"11700_2_3_7_UE","11700_2_3_7","UE",0,"Klamath-Siskiyou Xeromorphic Serpentine Savanna and Chaparral",NA,NA,NA,209,2771,"Conifer",13,78157,17382,0,616.2551595,3.54542779277608
"11780_1_2_7_A","11780_1_2_7","A",5,"North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","Early1:ALL","Early1","ALL",74,8196,"Conifer",NA,156609,34829,1741,1822.745322,5.23341570407831
"11780_1_2_7_B","11780_1_2_7","B",48,"North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","Mid1:CLS","Mid1","CLS",68,128806,"Conifer",NA,156609,34829,16718,28645.745967,82.2468695924245
"11780_1_2_7_C","11780_1_2_7","C",47,"North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","Late1:CLS","Late1","CLS",NA,NA,NA,NA,156609,34829,16370,NA,NA
"11780_1_2_7_D","11780_1_2_7","D",NA,"North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest",NA,NA,NA,NA,NA,NA,NA,156609,34829,NA,NA,NA
"11780_1_2_7_E","11780_1_2_7","E",NA,"North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest",NA,NA,NA,NA,NA,NA,NA,156609,34829,NA,NA,NA
"11780_1_2_7_Agriculture","11780_1_2_7","Agriculture",0,"North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest",NA,NA,NA,92,784,"Conifer",NA,156609,34829,0,174.357288,0.500609798925988
"11780_1_2_7_Urban","11780_1_2_7","Urban",0,"North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest",NA,NA,NA,NA,NA,NA,NA,156609,34829,0,NA,NA
"11780_1_2_7_Water","11780_1_2_7","Water",0,"North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest",NA,NA,NA,NA,NA,NA,NA,156609,34829,0,NA,NA
"11780_1_2_7_UN","11780_1_2_7","UN",0,"North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest",NA,NA,NA,NA,NA,NA,NA,156609,34829,0,NA,NA
"11780_1_2_7_UE","11780_1_2_7","UE",0,"North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest",NA,NA,NA,76,7675,"Conifer",NA,156609,34829,0,1706.8777875,4.90074005963897
"NA_Water",NA,NA,NA,"Open Water",NA,NA,NA,1,4635264,"Open Water",NA,4635264,1030857,NA,1030857.219648,100
"NA_Barren or Sparse",NA,NA,NA,"Barren-Rock/Sand/Clay",NA,NA,NA,2,181603,"Barren-Rock/Sand/Clay",NA,181603,40388,NA,40387.5083835,100
"11310_2_3_4_Barren or Sparse",NA,NA,NA,"California Northern Coastal Grassland",NA,NA,NA,3,483,"Grassland",2,118229,26293,NA,107.4165435,0.408529210261442
"11310_2_3_4_Developed",NA,NA,NA,"California Northern Coastal Grassland",NA,NA,NA,5,28576,"Grassland",2,118229,26293,NA,6355.145232,24.1700428828798
"10360_1_2_Developed",NA,NA,NA,"North Pacific Hypermaritime Sitka Spruce Forest",NA,NA,NA,6,570501,"Conifer",657,4040772,898645,NA,126876.2846445,14.1186139678259
"11280_2_3_4_Developed",NA,NA,NA,"Northern California Coastal Scrub",NA,NA,NA,7,2322,"Shrubland",110,4295,955,NA,516.400029,54.0628637951106
"10360_1_2_Barren or Sparse",NA,NA,NA,"North Pacific Hypermaritime Sitka Spruce Forest",NA,NA,NA,8,9555,"Conifer",657,4040772,898645,NA,2124.9794475,0.236464715158391
"11560_1_2_7_Developed",NA,NA,NA,"North Pacific Lowland Riparian Forest and Shrubland",NA,NA,NA,17,309427,"Riparian",749,2740997,609583,NA,68814.8629515,11.2888485467149
"11570_1_2_Developed",NA,NA,NA,"North Pacific Swamp Systems",NA,NA,NA,25,33794,"Riparian",NA,270386,60132,NA,7515.599733,12.4984281730563
"11581_1_2_7_Developed",NA,NA,NA,"North Pacific Montane Riparian Woodland and Shrubland-Wet",NA,NA,NA,28,13408,"Riparian",865,156274,34754,NA,2981.865456,8.57980214239093
"11581_1_2_7_Barren or Sparse",NA,NA,NA,"North Pacific Montane Riparian Woodland and Shrubland-Wet",NA,NA,NA,29,110,"Riparian",865,156274,34754,NA,24.463395,0.0703891882206893
"10350_1_2_7_Developed",NA,NA,NA,"North Pacific Dry Douglas-fir(-Madrone) Forest and Woodland",NA,NA,NA,32,575178,"Conifer",35,2329128,517985,NA,127916.423721,24.6949931476501
"10020_Barren or Sparse",NA,NA,NA,"Mediterranean California Sparsely Vegetated Systems",NA,NA,NA,35,3167,"Sparse",NA,3232,719,NA,704.3233815,97.9888613861386
"11560_1_2_7_Barren or Sparse",NA,NA,NA,"North Pacific Lowland Riparian Forest and Shrubland",NA,NA,NA,42,300,"Riparian",749,2740997,609583,NA,66.71835,0.0109449225956833
"10390_1_2_3_7_Barren or Sparse",NA,NA,NA,"North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest",NA,NA,NA,43,1674,"Conifer",404,10810174,2404123,NA,372.288393,0.0154854121682038
"11570_1_2_Barren or Sparse",NA,NA,NA,"North Pacific Swamp Systems",NA,NA,NA,44,545,"Riparian",NA,270386,60132,NA,121.2050025,0.201563690427759
"10390_1_2_3_7_Developed",NA,NA,NA,"North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest",NA,NA,NA,48,874192,"Conifer",404,10810174,2404123,NA,194415.492744,8.08675235014718
